,country,year,co2_emissions_per_capita,co2_cars,battery_electric_number,plugin_hybrid_number,full_mild_hybrid_number,petrol_number,diesel_gas_number,births_per_woman,life_expectancy,population_0-14_female,population_0-14_male,population_0-14_total,population_15-19_female,population_15-19_male,population_20-24_female,population_20-24_male,population_25-29_female,population_25-29_male,population_30-34_female,population_30-34_male,population_35-39_female,population_35-39_male,population_40-44_female,population_40-44_male,population_45-49_female,population_45-49_male,population_50-54_female,population_50-54_male,population_55-59_female,population_55-59_male,population_60-64_female,population_60-64_male,population_>65_female,population_>65_male,population_>65_total,population_female,population_male,population_total,gdp_per_capita_current_US$,gdp_current_US$,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,low_carbon_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,energy_per_capita_kWh,total_ghg_emissions_ktco2e,projection
3255,République tchèque,1972,,,,,,,,2.09,70.17658537,1020015.0,1069533.0,2089612.0,389560.0,406392.0,434938.0,449288.0,390017.0,398924.0,291582.0,292645.0,280533.0,279121.0,312387.0,305391.0,376044.0,348272.0,245289.0,219758.0,265471.0,233563.0,331982.0,282387.0,757442.0,487096.0,1244417.0,5095260.0,4772372.0,9867632.0,,,CZE,,,,,,,,,,,,,,,
3256,Danemark,1972,,,,,,,,2.03,73.43902439,560509.0,591406.0,1151908.0,177349.0,188786.0,195899.0,208129.0,194671.0,205872.0,161249.0,167792.0,140582.0,142111.0,139937.0,138693.0,151086.0,147169.0,148624.0,144010.0,144453.0,138006.0,139915.0,128046.0,359914.0,277388.0,637315.0,2514189.0,2477407.0,4991596.0,4654.298936039216,23232379951.937607,DNK,,17.08,242.272,0.0,0.067,0.067,0.0,225.191,0.0,0.067,0.0,0.0,48559.362,,
3264,Estonie,1972,,,,,,,,2.13,69.83282927,148383.0,155788.0,304141.0,50657.0,54326.0,50813.0,55451.0,46860.0,49071.0,52920.0,52180.0,54750.0,52528.0,55648.0,50125.0,54641.0,39589.0,38519.0,25383.0,39500.0,26124.0,44469.0,26578.0,116128.0,52086.0,168259.0,753288.0,639230.0,1392518.0,,,EST,,,,,,,,,,,,,,,
3269,Finlande,1972,,,,,,,,1.58,70.70731707,534064.0,556370.0,1090435.0,200946.0,210189.0,219764.0,232230.0,180709.0,190545.0,144839.0,149359.0,137657.0,140830.0,142516.0,143436.0,150557.0,136123.0,135141.0,109306.0,132776.0,103770.0,133689.0,100344.0,285322.0,169172.0,454491.0,2397982.0,2241675.0,4639657.0,3177.645700937336,14743186119.873816,FIN,,26.158,166.018,0.0,28.833,28.833,0.0,139.86,0.0,28.833,0.0,0.0,41892.752,,
3270,France,1972,,,,,,,,2.38,72.10731707,6338040.0,6616115.0,12953960.0,2085173.0,2163928.0,2176273.0,2276080.0,1707764.0,1824944.0,1449588.0,1543996.0,1618431.0,1692183.0,1673411.0,1726387.0,1760026.0,1742373.0,1228636.0,1177316.0,1218722.0,1109326.0,1457517.0,1259384.0,4259109.0,2688430.0,6948041.0,26972689.0,25820462.0,52793151.0,3854.555835177812,203494148244.47333,FRA,,328.613,1813.459,133.888,135.643,180.383,40.531,1350.957,4.209,139.852,0.0,0.0,38660.336,,
3274,Allemagne,1972,,,,,,,,1.71,70.867,8785063.0,9238926.0,18024026.0,2709449.0,2836217.0,2425319.0,2555252.0,2485230.0,2670201.0,2974145.0,3206432.0,2682220.0,2889146.0,2410662.0,2470872.0,2709507.0,2178377.0,2086558.0,1445659.0,2369748.0,1607569.0,2839890.0,1965757.0,6884915.0,4261337.0,11146191.0,41362707.0,37325745.0,78688452.0,3809.981444894556,299801542047.4759,DEU,,1619.861,3700.905,273.224,36.683,65.963,26.45,1807.816,2.83,39.513,0.0,0.0,47741.16,,
3277,Grèce,1972,,,,,,,,2.32,71.535,1106656.0,1183541.0,2290209.0,340484.0,361298.0,321719.0,338903.0,264269.0,273605.0,283613.0,264734.0,340002.0,306725.0,322255.0,317116.0,275532.0,271349.0,243511.0,212571.0,243486.0,211043.0,234920.0,215694.0,537208.0,418394.0,955590.0,4513656.0,4374972.0,8888628.0,1899.675783893348,16885511363.636364,GRC,,46.287,147.601,0.0,7.436,7.436,0.0,101.313,0.0,7.436,0.0,0.0,17668.986,,
3287,Hongrie,1972,,,,,,,,1.93,69.66463415,1031280.0,1090077.0,2121340.0,442442.0,464581.0,410534.0,426460.0,370901.0,380095.0,349458.0,336930.0,349462.0,331009.0,361585.0,346388.0,413895.0,375915.0,272660.0,239411.0,290665.0,249046.0,334906.0,280518.0,730686.0,519586.0,1250299.0,5358473.0,5040016.0,10398489.0,,,HUN,,101.1,227.953,40.86,0.306,0.306,0.0,85.993,0.0,0.306,0.0,0.0,21893.0,,
3292,Irlande,1972,,,,,,,,3.84,71.2322439,452707.0,475246.0,927953.0,138932.0,144299.0,127580.0,132272.0,98167.0,101743.0,78108.0,80289.0,68658.0,73316.0,65482.0,66484.0,76297.0,72459.0,78535.0,77006.0,78156.0,79406.0,68140.0,69621.0,181783.0,152161.0,333942.0,1512548.0,1524302.0,3036850.0,2080.4651471816937,6318060582.218726,IRL,,22.213,81.098,0.0,1.906,1.906,0.0,58.884,0.0,1.906,0.0,0.0,27792.388,,
3295,Italie,1972,,,,,,,,2.35,72.07536585,6511578.0,6840144.0,13351549.0,1936909.0,2003884.0,2002760.0,2039574.0,1838769.0,1830475.0,1846940.0,1807185.0,1884208.0,1835073.0,1828426.0,1773605.0,1920181.0,1780881.0,1431735.0,1286275.0,1460654.0,1300757.0,1564600.0,1377364.0,3657605.0,2621761.0,6279590.0,27884366.0,26496979.0,54381345.0,2671.1373144713034,145260039840.63745,ITA,,103.193,1404.392,144.946,114.856,135.503,10.072,1156.252,10.575,125.431,0.0,0.0,28380.564,,
3306,Lettonie,1972,,,,,,,,2.0,69.87878049,249841.0,261577.0,511358.0,84811.0,91808.0,80211.0,86373.0,83976.0,85289.0,97014.0,94965.0,94020.0,91629.0,97087.0,85490.0,98608.0,67035.0,65826.0,41770.0,67862.0,44781.0,77223.0,50633.0,198621.0,99224.0,297928.0,1295099.0,1100575.0,2395674.0,,,LVA,,,,,,,,,,,,,,,
3312,Lituanie,1972,,,,,,,,2.34,71.02463415,415079.0,430550.0,845601.0,127447.0,133254.0,112292.0,113385.0,113285.0,110220.0,121930.0,114488.0,124632.0,113848.0,125805.0,107826.0,116428.0,87216.0,78414.0,56149.0,73503.0,46350.0,83708.0,63202.0,211120.0,133490.0,344634.0,1703644.0,1509978.0,3213622.0,,,LTU,,,,,,,,,,,,,,,
3313,Luxembourg,1972,,,,,,,,1.75,70.20531707,36738.0,38334.0,75073.0,12700.0,13156.0,12035.0,12579.0,11260.0,12093.0,11278.0,12178.0,11633.0,12404.0,12235.0,13040.0,12246.0,10949.0,9646.0,8296.0,9848.0,9064.0,10769.0,9349.0,26241.0,18529.0,44768.0,176629.0,169971.0,346600.0,5486.720627890889,1901697369.626982,LUX,,28.416,47.105,1.172,0.16,0.16,0.0,17.517,0.0,0.16,0.0,0.0,136957.007,,
3319,Malte,1972,,,,,,,,2.01,71.7312439,38472.0,40558.0,79026.0,14255.0,14089.0,15363.0,14305.0,13090.0,11022.0,10986.0,8566.0,9493.0,8656.0,8506.0,8294.0,8516.0,8134.0,7253.0,7521.0,6529.0,6192.0,6403.0,5794.0,16941.0,13511.0,30455.0,155808.0,146642.0,302450.0,975.7588008759544,295118249.32493246,MLT,,,,,,,,,,,,,,,
3334,Pays-Bas,1972,,,,,,,,2.15,73.72707317,1743680.0,1829565.0,3573224.0,547964.0,572039.0,579983.0,609274.0,502523.0,536711.0,402103.0,436081.0,385051.0,412234.0,375711.0,384840.0,384234.0,370998.0,351043.0,330309.0,323498.0,297053.0,308694.0,269791.0,775752.0,599460.0,1375251.0,6680237.0,6648356.0,13328593.0,4104.451029788949,54706557264.48778,NLD,,34.444,807.214,300.0,0.0,0.906,0.906,472.769,0.0,0.0,0.0,0.0,60797.941,,
3351,Pologne,1972,,,,,,,,2.24,70.66585366,4165862.0,4345967.0,8511848.0,1735243.0,1804305.0,1525991.0,1572652.0,1071581.0,1089978.0,993643.0,996284.0,1125340.0,1111330.0,1146161.0,1092514.0,1122882.0,996079.0,766809.0,636548.0,733101.0,590440.0,838889.0,683661.0,1767718.0,1142670.0,2910355.0,16993220.0,16062430.0,33055650.0,,,POL,,873.96,1069.885,69.966,4.175,4.689,0.0,125.958,0.514,4.689,0.0,0.0,32418.325,,
3352,Portugal,1972,,,,,,,,2.86,68.32439024,1192380.0,1232963.0,2425506.0,369984.0,361882.0,337879.0,311738.0,289254.0,255841.0,276792.0,241455.0,288642.0,255922.0,286080.0,255373.0,275856.0,246355.0,237643.0,211556.0,228200.0,199556.0,222080.0,183296.0,525394.0,344308.0,869563.0,4530184.0,4100246.0,8630430.0,1302.2662677392957,11239117865.085249,PRT,,4.443,70.713,0.0,19.683,19.997,0.0,66.271,0.314,19.997,0.0,0.0,10320.77,,
3355,Roumanie,1972,,,,,,,,2.55,68.4702439,2616877.0,2738262.0,5355174.0,925196.0,962372.0,836150.0,861769.0,641813.0,661223.0,722403.0,701098.0,780165.0,771065.0,738687.0,750047.0,715111.0,669953.0,476706.0,398160.0,493579.0,397930.0,526919.0,456910.0,1026374.0,789187.0,1815526.0,10499980.0,10157977.0,20657957.0,,,ROU,,92.086,461.563,231.468,20.397,20.397,0.0,138.009,0.0,20.397,0.0,0.0,22938.296,,
3369,Slovénie,1972,,,,,,,,2.213,69.05853659,203198.0,213430.0,416595.0,71594.0,75656.0,73581.0,79708.0,61908.0,67300.0,58229.0,62809.0,62328.0,64970.0,64297.0,62857.0,64609.0,51191.0,43871.0,31089.0,40629.0,31443.0,47882.0,37676.0,110467.0,71511.0,182023.0,902593.0,849640.0,1752233.0,,,SVN,,,,,,,,,,,,,,,
3374,Espagne,1972,,,,,,,,2.87,72.81804878,4714603.0,4948660.0,9663308.0,1371893.0,1415208.0,1271420.0,1298256.0,1182870.0,1203246.0,1056172.0,1040763.0,1166638.0,1107990.0,1196057.0,1162353.0,1097248.0,1052018.0,933151.0,834515.0,871272.0,736768.0,816390.0,694225.0,2019603.0,1413150.0,3432699.0,17697318.0,16907151.0,34604469.0,1708.8086287736585,59132415221.330574,ESP,,117.475,511.006,11.716,98.525,111.892,13.197,381.815,0.169,98.695,0.0,0.0,17969.441,,
3382,Suède,1972,,,,,,,,1.91,74.71804878,824079.0,870261.0,1694331.0,262010.0,274752.0,308089.0,321708.0,313755.0,335392.0,255168.0,273750.0,219978.0,228280.0,226165.0,228503.0,257764.0,258286.0,259994.0,259575.0,252848.0,249508.0,246828.0,235139.0,645906.0,514562.0,1160494.0,4072583.0,4049717.0,8122300.0,6027.128499173372,48954145808.83588,SWE,,17.14,346.425,0.0,149.286,153.983,4.069,329.285,0.628,149.914,0.0,0.0,61573.187,,
3470,Autriche,1973,,,,,,,,1.94,71.01463415,893387.0,933505.0,1826900.0,264721.0,273886.0,241293.0,247982.0,267707.0,273848.0,270609.0,273484.0,227366.0,231240.0,214878.0,216047.0,259397.0,217217.0,239279.0,167118.0,194607.0,140207.0,254909.0,183597.0,685755.0,414079.0,1099826.0,4013905.0,3572210.0,7586115.0,3890.722419419687,29515467706.79598,AUT,,46.17,224.709,38.611,53.359,53.359,0.0,139.928,0.0,53.359,0.0,0.0,36553.855,,
3489,Belgique,1973,,,,,,,,1.95,71.63536585,1087232.0,1141269.0,2228512.0,367209.0,382500.0,359462.0,371172.0,327755.0,335677.0,278732.0,282112.0,305985.0,304959.0,317272.0,315339.0,329710.0,330378.0,282001.0,281761.0,230092.0,216190.0,288439.0,254526.0,799320.0,552629.0,1351928.0,4973208.0,4768512.0,9741720.0,4900.962200758661,47743801490.37466,BEL,,125.528,569.235,83.072,0.475,1.008,0.211,360.634,0.322,0.797,0.0,0.0,58662.418,,
3500,Bulgarie,1973,,,,,,,,2.15,71.34219512,941466.0,992154.0,1933608.0,324709.0,337933.0,337333.0,347806.0,318135.0,324331.0,276785.0,277676.0,297767.0,300009.0,321958.0,326215.0,324497.0,324661.0,261735.0,255947.0,191686.0,187013.0,231464.0,224612.0,486629.0,408446.0,895089.0,4314163.0,4306804.0,8620967.0,,,BGR,,95.633,225.474,1.952,7.139,7.139,0.0,127.888,0.0,7.139,0.0,0.0,26873.948,,
3517,Croatie,1973,,,,,,,,1.96,69.0292439,486827.0,510855.0,997673.0,185039.0,195491.0,187277.0,198824.0,154543.0,163199.0,137461.0,143529.0,171542.0,175970.0,175850.0,175764.0,169362.0,145785.0,132410.0,94266.0,99789.0,77113.0,126679.0,99087.0,277716.0,185782.0,463516.0,2304495.0,2165666.0,4470161.0,,,HRV,,,,,,,,,,,,,,,
3520,Chypre,1973,,,,,,,,2.44,73.302,88103.0,93748.0,181852.0,30157.0,31944.0,27653.0,28890.0,23921.0,23834.0,21270.0,20494.0,19508.0,18373.0,17804.0,16232.0,16078.0,14979.0,14478.0,13749.0,13689.0,12616.0,12847.0,11787.0,33899.0,29052.0,62947.0,319407.0,315698.0,635105.0,,,CYP,,0.0,11.519,0.0,0.0,0.0,0.0,11.519,0.0,0.0,0.0,0.0,18137.427,,
3521,République tchèque,1973,,,,,,,,2.31,70.02268293,1037230.0,1087817.0,2125101.0,374488.0,391003.0,430822.0,445710.0,406683.0,416389.0,310639.0,313194.0,270738.0,268737.0,308688.0,303267.0,357349.0,333693.0,295990.0,265307.0,221213.0,192682.0,336517.0,285733.0,771979.0,496397.0,1268269.0,5122336.0,4799930.0,9922266.0,,,CZE,,,,,,,,,,,,,,,
3522,Danemark,1973,,,,,,,,1.92,73.68219512,561737.0,591688.0,1153416.0,177488.0,188849.0,190613.0,202659.0,199243.0,210751.0,168946.0,176453.0,142079.0,144320.0,139154.0,138200.0,147738.0,144289.0,150761.0,145661.0,142928.0,136604.0,140554.0,128840.0,369607.0,282701.0,652326.0,2530848.0,2491013.0,5021861.0,6119.370222186677,30730626663.360607,DNK,,26.178,234.399,0.0,0.067,0.067,0.0,208.221,0.0,0.067,0.0,0.0,46731.855,,
3530,Estonie,1973,,,,,,,,2.06,69.72458537,149491.0,157034.0,306507.0,51422.0,55293.0,51721.0,55688.0,48527.0,51033.0,50289.0,49553.0,56162.0,53916.0,54436.0,49539.0,55775.0,42830.0,42686.0,27138.0,36211.0,24231.0,44784.0,26937.0,118264.0,52991.0,171285.0,759768.0,646183.0,1405951.0,,,EST,,,,,,,,,,,,,,,
3535,Finlande,1973,,,,,,,,1.49,71.22365854,524566.0,546772.0,1071334.0,198926.0,207834.0,215375.0,227267.0,196824.0,208299.0,146034.0,151532.0,139859.0,143036.0,139789.0,141298.0,149872.0,139182.0,139938.0,114066.0,129425.0,100033.0,134322.0,100500.0,296153.0,175180.0,471337.0,2411083.0,2254998.0,4666081.0,4173.173047494283,19472363466.62517,FIN,,29.032,185.494,0.0,29.388,29.388,0.0,156.462,0.0,29.388,0.0,0.0,45959.752,,
3536,France,1973,,,,,,,,2.28,72.35609756,6355462.0,6641765.0,12996985.0,2088556.0,2168890.0,2158694.0,2256510.0,1875498.0,1996779.0,1421313.0,1524469.0,1590226.0,1661784.0,1675677.0,1728701.0,1728104.0,1720987.0,1407689.0,1347988.0,1089002.0,991656.0,1457755.0,1260280.0,4319617.0,2740341.0,7060581.0,27167593.0,26040151.0,53207744.0,4969.76297758856,264429876252.2098,FRA,,325.042,1988.105,157.037,132.49,177.771,40.975,1506.026,4.306,136.796,0.0,0.0,41667.83,,
3540,Allemagne,1973,,,,,,,,1.54,71.01668293,8670298.0,9115434.0,17785747.0,2764834.0,2902136.0,2504988.0,2628275.0,2439325.0,2612633.0,2879545.0,3100680.0,2854518.0,3070669.0,2385445.0,2482325.0,2640900.0,2264486.0,2321725.0,1604382.0,2105186.0,1425655.0,2848908.0,1930620.0,7056271.0,4327426.0,11383672.0,41471944.0,37464722.0,78936666.0,5046.75510305815,398374021953.8968,DEU,,1625.13,3904.611,352.331,42.304,78.857,33.628,1927.148,2.925,45.229,0.0,0.0,50466.761,,
3543,Grèce,1973,,,,,,,,2.27,71.81485366,1096428.0,1174592.0,2271023.0,349934.0,372585.0,317388.0,335024.0,282340.0,291554.0,265860.0,251585.0,336134.0,302628.0,329551.0,316415.0,281682.0,283329.0,244747.0,219317.0,238322.0,203984.0,236480.0,213280.0,553290.0,432635.0,985921.0,4532157.0,4396929.0,8929086.0,2502.8147451223813,22347848101.265823,GRC,,54.44,172.36,0.0,6.175,6.175,0.0,117.92,0.0,6.175,0.0,0.0,20195.583,,
3553,Hongrie,1973,,,,,,,,1.93,69.51804878,1020782.0,1080130.0,2100891.0,428701.0,449971.0,429309.0,446486.0,369648.0,379026.0,356978.0,350248.0,344230.0,322880.0,361305.0,346126.0,397507.0,364844.0,326462.0,286121.0,246143.0,210015.0,347976.0,290519.0,747488.0,529158.0,1276674.0,5376529.0,5055526.0,10432055.0,,,HUN,,101.623,246.896,48.52,0.281,0.281,0.0,96.752,0.0,0.281,0.0,0.0,23644.92,,
3558,Irlande,1973,,,,,,,,3.71,71.34556098,462190.0,485630.0,947822.0,139026.0,144370.0,130023.0,134806.0,105383.0,109118.0,80507.0,83211.0,71323.0,75312.0,65316.0,68356.0,73011.0,69587.0,79462.0,77011.0,76554.0,77193.0,71102.0,72014.0,182873.0,152571.0,335439.0,1536770.0,1549180.0,3085950.0,2424.2690470655757,7481173065.792012,IRL,,21.667,85.478,0.0,1.777,1.777,0.0,63.811,0.0,1.777,0.0,0.0,28755.903,,
3561,Italie,1973,,,,,,,,2.3,72.02634146,6541456.0,6874303.0,13415599.0,1958013.0,2024759.0,1968592.0,2005215.0,1912757.0,1910756.0,1792675.0,1755540.0,1908353.0,1861205.0,1825902.0,1772481.0,1889973.0,1773819.0,1596718.0,1432489.0,1328240.0,1177720.0,1606232.0,1405033.0,3746599.0,2682576.0,6429382.0,28075511.0,26675895.0,54751406.0,3205.2520403844387,175492055795.4168,ITA,,104.705,1484.559,162.833,104.231,123.639,8.728,1217.019,10.681,114.911,0.0,0.0,29443.771,,
3572,Lettonie,1973,,,,,,,,1.98,69.81341463,251166.0,263343.0,514461.0,87645.0,93550.0,82212.0,89064.0,82985.0,84504.0,94181.0,92239.0,96995.0,93944.0,93908.0,84963.0,100010.0,72217.0,74642.0,45113.0,60695.0,40502.0,78231.0,50032.0,202128.0,101548.0,303745.0,1304799.0,1111020.0,2415819.0,,,LVA,,,,,,,,,,,,,,,
3578,Lituanie,1973,,,,,,,,2.22,71.33219512,412817.0,428514.0,841314.0,132396.0,138778.0,114305.0,116319.0,112908.0,109886.0,120123.0,113519.0,125082.0,114289.0,124830.0,108686.0,119618.0,92142.0,87955.0,61558.0,68410.0,44959.0,83284.0,57551.0,217238.0,139271.0,356527.0,1718966.0,1525472.0,3244438.0,,,LTU,,,,,,,,,,,,,,,
3579,Luxembourg,1973,,,,,,,,1.58,70.35817073,36487.0,38143.0,74633.0,13039.0,13474.0,12539.0,13101.0,11650.0,12540.0,11320.0,12294.0,11669.0,12506.0,12134.0,12949.0,12369.0,11753.0,10358.0,8556.0,9238.0,8503.0,10772.0,9328.0,26886.0,18841.0,45730.0,178460.0,171990.0,350450.0,7447.213017866641,2609875802.1113644,LUX,,28.156,49.966,2.345,0.141,0.141,0.0,19.465,0.0,0.141,0.0,0.0,143911.184,,
3585,Malte,1973,,,,,,,,1.65,71.92743902,38058.0,40130.0,78190.0,13880.0,13623.0,14687.0,13633.0,13867.0,11976.0,10988.0,8554.0,9923.0,8690.0,8367.0,8490.0,8430.0,8168.0,7681.0,7781.0,6509.0,6357.0,6345.0,5550.0,16889.0,13622.0,30510.0,155626.0,146574.0,302200.0,1143.6202030952777,345602025.37539285,MLT,,,,,,,,,,,,,,,
3600,Pays-Bas,1973,,,,,,,,1.9,74.14390244,1731465.0,1817134.0,3548574.0,554911.0,579374.0,569109.0,596424.0,536572.0,572602.0,411069.0,447165.0,385854.0,415429.0,378848.0,391576.0,378504.0,368456.0,363119.0,340863.0,320794.0,294691.0,311173.0,272009.0,795209.0,606972.0,1402227.0,6736627.0,6702695.0,13439322.0,5345.575443775866,71840909664.19676,NLD,,35.0,856.538,333.611,0.0,3.078,3.078,487.927,0.0,0.0,0.0,0.0,64001.458,,
3617,Pologne,1973,,,,,,,,2.26,70.66341463,4077944.0,4256610.0,8334535.0,1750086.0,1823215.0,1579771.0,1630908.0,1176007.0,1199189.0,947875.0,950964.0,1117521.0,1106359.0,1144346.0,1098071.0,1129503.0,1016589.0,868919.0,726596.0,668481.0,533959.0,842070.0,677132.0,1839390.0,1195693.0,3035110.0,17141914.0,16215286.0,33357200.0,,,POL,,877.553,1090.048,72.765,4.044,4.664,0.0,139.729,0.619,4.664,0.0,0.0,32764.392,,
3618,Portugal,1973,,,,,,,,2.77,67.52439024,1184150.0,1225597.0,2409873.0,366658.0,364263.0,338631.0,316158.0,295500.0,264389.0,271483.0,237275.0,284627.0,251959.0,285330.0,254882.0,275357.0,245635.0,245626.0,218775.0,221108.0,193435.0,223167.0,185865.0,533174.0,350055.0,883117.0,4524810.0,4108290.0,8633100.0,1747.989040602659,15090564186.42682,PRT,,6.571,79.425,0.0,20.347,20.903,0.0,72.854,0.556,20.903,0.0,0.0,11262.769,,
3621,Roumanie,1973,,,,,,,,2.44,69.00560976,2594117.0,2716472.0,5310595.0,922636.0,960174.0,867354.0,896149.0,681527.0,700539.0,671371.0,662630.0,798145.0,776052.0,739072.0,752243.0,722125.0,691746.0,544362.0,464524.0,439097.0,347913.0,547899.0,463106.0,1057536.0,818892.0,1876420.0,10585240.0,10250441.0,20835681.0,,,ROU,,103.693,503.508,244.562,20.964,20.964,0.0,155.252,0.0,20.964,0.0,0.0,24701.201,,
3635,Slovénie,1973,,,,,,,,2.207,69.40487805,204665.0,215405.0,420039.0,69682.0,73324.0,74411.0,79982.0,65035.0,70811.0,57279.0,61677.0,61734.0,64955.0,64041.0,63251.0,64547.0,54068.0,50069.0,34749.0,37049.0,28135.0,47511.0,36827.0,113910.0,73578.0,187535.0,909934.0,856763.0,1766697.0,,,SVN,,,,,,,,,,,,,,,
3640,Espagne,1973,,,,,,,,2.84,72.61073171,4744710.0,4983928.0,9728666.0,1411747.0,1459276.0,1271073.0,1296575.0,1206219.0,1226861.0,1076560.0,1072511.0,1116986.0,1066385.0,1219384.0,1174285.0,1108510.0,1075169.0,971778.0,880081.0,857754.0,726068.0,833269.0,698810.0,2063922.0,1447087.0,3510980.0,17881911.0,17107036.0,34988947.0,2247.553376932188,78639525985.15134,ESP,,115.056,584.995,11.312,80.311,98.647,18.181,458.627,0.156,80.467,0.0,0.0,19493.964,,
3648,Suède,1973,,,,,,,,1.87,74.86731707,825279.0,870587.0,1695860.0,260309.0,273401.0,295644.0,308174.0,320070.0,339693.0,267583.0,287807.0,221330.0,230660.0,222373.0,224961.0,249062.0,249017.0,263012.0,262043.0,250170.0,246387.0,247091.0,235639.0,661550.0,524469.0,1186034.0,4083473.0,4052839.0,8136312.0,7301.215425885999,59404966684.22137,SWE,,18.945,355.537,0.0,166.311,173.283,5.864,336.592,1.108,167.42,0.0,0.0,64873.214,,
3736,Autriche,1974,,,,,,,,1.91,71.01219512,881426.0,921175.0,1802605.0,275228.0,285185.0,241350.0,247461.0,261959.0,268329.0,277357.0,280513.0,236034.0,238806.0,212482.0,214999.0,245246.0,217557.0,261229.0,183522.0,180642.0,128700.0,249933.0,178566.0,695102.0,416238.0,1111336.0,4017988.0,3581050.0,7599038.0,4630.757197379559,35189299911.660774,AUT,,48.723,215.803,41.852,63.089,63.089,0.0,125.228,0.0,63.089,0.0,0.0,36569.796,,
3755,Belgique,1974,,,,,,,,1.83,71.98585366,1076512.0,1130320.0,2206840.0,373703.0,389464.0,357987.0,370116.0,345725.0,354115.0,277772.0,282106.0,301731.0,301097.0,316949.0,314627.0,322563.0,321377.0,307685.0,307251.0,216131.0,204021.0,284623.0,251573.0,809457.0,555514.0,1364950.0,4990837.0,4781582.0,9772419.0,5733.79813933878,56033077879.03894,BEL,,134.267,549.309,97.357,0.667,1.378,0.411,317.684,0.3,0.967,0.0,0.0,56497.864,,
3766,Bulgarie,1974,,,,,,,,2.29,71.20804878,943356.0,995159.0,1938512.0,322060.0,335800.0,333444.0,343076.0,329435.0,336726.0,279167.0,280183.0,289865.0,291182.0,321563.0,325409.0,319655.0,320891.0,290316.0,284616.0,182707.0,175627.0,231580.0,224831.0,501201.0,420897.0,922107.0,4344348.0,4334397.0,8678745.0,,,BGR,,94.005,231.247,4.254,5.778,8.356,2.578,132.987,0.0,5.778,0.0,0.0,27543.117,,
3783,Croatie,1974,,,,,,,,1.95,69.25270732,484853.0,507986.0,992832.0,182439.0,192001.0,187173.0,199317.0,163943.0,173374.0,131048.0,136713.0,167734.0,171829.0,176636.0,176982.0,169131.0,153304.0,146315.0,104119.0,94884.0,72633.0,123399.0,95642.0,286871.0,192334.0,479215.0,2314426.0,2176234.0,4490660.0,,,HRV,,,,,,,,,,,,,,,
3786,Chypre,1974,,,,,,,,2.393,73.53,87569.0,93099.0,180670.0,29751.0,31501.0,28541.0,30248.0,24579.0,24889.0,21969.0,21348.0,20097.0,19185.0,18115.0,16738.0,16246.0,15242.0,14742.0,14025.0,13890.0,12702.0,12852.0,11918.0,34029.0,29047.0,63073.0,322380.0,319942.0,642322.0,,,CYP,,0.0,10.213,0.0,0.0,0.0,0.0,10.213,0.0,0.0,0.0,0.0,15900.256,,
3787,République tchèque,1974,,,,,,,,2.46,70.08658537,1057394.0,1109464.0,2166885.0,361023.0,377384.0,423989.0,439368.0,420362.0,430896.0,331431.0,335547.0,265852.0,263589.0,304511.0,300276.0,338215.0,319036.0,340102.0,305111.0,191416.0,165597.0,333096.0,282081.0,787370.0,505347.0,1292663.0,5154762.0,4833697.0,9988459.0,,,CZE,,,,,,,,,,,,,,,
3788,Danemark,1974,,,,,,,,1.9,73.80829268,560957.0,589917.0,1150866.0,178203.0,189521.0,185600.0,197323.0,201725.0,213489.0,176449.0,184713.0,144701.0,147719.0,138722.0,138084.0,144385.0,141428.0,152058.0,146600.0,141872.0,135626.0,140714.0,129263.0,378872.0,287354.0,666245.0,2544259.0,2501038.0,5045297.0,6770.750026828925,34160444798.109894,DNK,,24.729,213.243,0.0,0.067,0.067,0.0,188.514,0.0,0.067,0.0,0.0,42311.471,,
3796,Estonie,1974,,,,,,,,2.07,69.59021951,150410.0,157815.0,308220.0,51789.0,56053.0,52682.0,56237.0,50363.0,52836.0,48094.0,47483.0,57006.0,54640.0,53513.0,49093.0,56320.0,45469.0,46733.0,29325.0,34003.0,22850.0,44462.0,26913.0,120299.0,53780.0,174086.0,765674.0,652495.0,1418169.0,,,EST,,,,,,,,,,,,,,,
3801,Finlande,1974,,,,,,,,1.61,71.13487805,515606.0,537693.0,1053296.0,197157.0,205772.0,209874.0,221023.0,210326.0,223097.0,149792.0,156471.0,142045.0,145375.0,137601.0,139489.0,148484.0,141273.0,144203.0,118975.0,127264.0,97651.0,134125.0,99939.0,306777.0,180562.0,487345.0,2423255.0,2267319.0,4690574.0,5297.607817394617,24848821490.467937,FIN,,29.585,170.377,4.444,35.286,35.286,0.0,136.347,0.0,35.286,0.0,0.0,43769.384,,
3802,France,1974,,,,,,,,2.18,72.60487805,6356892.0,6647608.0,13004308.0,2095868.0,2177248.0,2135489.0,2229925.0,2023472.0,2147411.0,1427333.0,1539701.0,1559778.0,1630856.0,1673303.0,1725179.0,1692740.0,1695336.0,1567622.0,1499966.0,1006442.0,919740.0,1435044.0,1240620.0,4378730.0,2785932.0,7165157.0,27352713.0,26239522.0,53592235.0,5328.241547656226,285552373158.75616,FRA,,329.007,1923.955,163.959,156.195,201.437,40.861,1430.988,4.381,160.576,0.0,0.0,40594.363,,
