,country,year,co2_emissions_per_capita,co2_cars,battery_electric_number,plugin_hybrid_number,full_mild_hybrid_number,petrol_number,diesel_gas_number,births_per_woman,life_expectancy,population_0-14_female,population_0-14_male,population_0-14_total,population_15-19_female,population_15-19_male,population_20-24_female,population_20-24_male,population_25-29_female,population_25-29_male,population_30-34_female,population_30-34_male,population_35-39_female,population_35-39_male,population_40-44_female,population_40-44_male,population_45-49_female,population_45-49_male,population_50-54_female,population_50-54_male,population_55-59_female,population_55-59_male,population_60-64_female,population_60-64_male,population_>65_female,population_>65_male,population_>65_total,population_female,population_male,population_total,gdp_per_capita_current_US$,gdp_current_US$,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,low_carbon_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,energy_per_capita_kWh,total_ghg_emissions_ktco2e,projection
2672,Autriche,1970,,,,,,,,2.29,69.91463415,897894.0,937875.0,1835769.0,237639.0,245762.0,249212.0,257451.0,274468.0,279474.0,240995.0,244411.0,210650.0,215991.0,234607.0,220445.0,276343.0,201292.0,182705.0,132258.0,250831.0,186546.0,256285.0,190742.0,648103.0,395105.0,1043203.0,3959731.0,3507355.0,7467086.0,2058.7690508754918,15373005557.02567,AUT,,55.854,191.196,28.298,59.138,59.138,0.0,107.044,0.0,59.138,0.0,0.0,33305.74,,
2691,Belgique,1970,,,,,,,,2.25,70.97195122,1109892.0,1164497.0,2274388.0,352827.0,367198.0,353124.0,363420.0,280226.0,286286.0,296195.0,297124.0,316131.0,315175.0,321275.0,322924.0,329906.0,336249.0,221016.0,218559.0,288984.0,271971.0,289752.0,255145.0,763594.0,534080.0,1297673.0,4922923.0,4732626.0,9655549.0,2765.890996647944,26706196046.79306,BEL,,189.134,538.702,39.752,0.683,0.842,0.158,309.816,0.0,0.683,0.0,0.0,56014.694,,
2702,Bulgarie,1970,,,,,,,,2.17,71.25634146,946767.0,993832.0,1940601.0,333316.0,347734.0,338763.0,348860.0,285817.0,288498.0,285587.0,287497.0,321741.0,326388.0,322892.0,326838.0,318080.0,314772.0,189323.0,187480.0,236230.0,237645.0,222178.0,212763.0,445180.0,371394.0,816575.0,4245873.0,4243701.0,8489574.0,,,BGR,,93.284,202.995,3.672,5.978,5.978,0.0,106.039,0.0,5.978,0.0,0.0,24563.243,,
2719,Croatie,1970,,,,,,,,1.979,68.2004878,499175.0,527023.0,1026194.0,192128.0,202869.0,179290.0,188556.0,133629.0,142094.0,161954.0,169723.0,176906.0,180552.0,172290.0,164836.0,159904.0,118960.0,99249.0,75366.0,124215.0,97713.0,129440.0,104348.0,249042.0,162988.0,412030.0,2277223.0,2135029.0,4412252.0,,,HRV,,,,,,,,,,,,,,,
2722,Chypre,1970,,,,,,,,2.61,72.576,91954.0,98014.0,189974.0,28480.0,29493.0,25380.0,25373.0,21328.0,20311.0,19326.0,18309.0,18298.0,16263.0,17282.0,15249.0,15246.0,14228.0,13215.0,13215.0,14232.0,12199.0,12198.0,12194.0,33448.0,28383.0,61822.0,310387.0,303231.0,613618.0,,,CYP,,0.0,8.005,0.0,0.0,0.0,0.0,8.005,0.0,0.0,0.0,0.0,13045.297,,
2723,République tchèque,1970,,,,,,,,1.92,69.4402439,1021498.0,1072058.0,2093555.0,417576.0,435528.0,432485.0,446238.0,353988.0,361363.0,270283.0,269949.0,301523.0,300809.0,330768.0,319398.0,376006.0,346040.0,192736.0,173129.0,337849.0,302898.0,324471.0,277551.0,728518.0,465411.0,1193928.0,5087699.0,4770372.0,9858071.0,,,CZE,,,,,,,,,,,,,,,
2724,Danemark,1970,,,,,,,,1.95,73.34341463,558729.0,589228.0,1147954.0,180418.0,192324.0,201716.0,213850.0,182502.0,192837.0,148786.0,153209.0,139374.0,139709.0,143439.0,141492.0,155006.0,150775.0,146147.0,142332.0,146779.0,140225.0,137858.0,125983.0,340363.0,265676.0,606042.0,2481117.0,2447640.0,4928757.0,3464.4551557319623,17075457600.0,DNK,,27.319,242.919,0.0,0.067,0.067,0.0,215.6,0.0,0.067,0.0,0.0,49274.659,,
2732,Estonie,1970,,,,,,,,2.17,69.93709756,146377.0,153056.0,299435.0,48231.0,52323.0,48597.0,54291.0,45974.0,47126.0,55884.0,55178.0,53035.0,50241.0,56650.0,48842.0,49991.0,33172.0,33999.0,23861.0,44598.0,28933.0,43590.0,25830.0,110958.0,49340.0,160297.0,737883.0,622193.0,1360076.0,,,EST,,,,,,,,,,,,,,,
2737,Finlande,1970,,,,,,,,1.83,70.1795122,555369.0,578500.0,1133868.0,208077.0,218327.0,217177.0,229533.0,155954.0,162790.0,143591.0,146985.0,137095.0,140293.0,148132.0,146161.0,149444.0,129387.0,130536.0,105176.0,139020.0,111074.0,131357.0,99413.0,265786.0,157128.0,422921.0,2381540.0,2224767.0,4606307.0,2465.6448186242187,11357516987.542467,FIN,,26.568,153.546,0.0,26.456,26.456,0.0,126.978,0.0,26.456,0.0,0.0,39025.894,,
2738,France,1970,,,,,,,,2.55,71.65853659,6316489.0,6576922.0,12893409.0,2092867.0,2168882.0,2102511.0,2200906.0,1464479.0,1571731.0,1520959.0,1606319.0,1663182.0,1741866.0,1687138.0,1733928.0,1700700.0,1672502.0,1026347.0,979209.0,1433809.0,1309700.0,1452018.0,1256237.0,4122115.0,2556930.0,6679047.0,26582614.0,25375133.0,51957747.0,2857.25168156016,148456359985.82733,FRA,,403.171,1615.033,95.529,157.449,177.119,15.864,1116.331,3.806,161.255,0.0,0.0,35303.616,,
2742,Allemagne,1970,,,,,,,,2.03,70.63978049,8889062.0,9343639.0,18232699.0,2586235.0,2702363.0,2344835.0,2491869.0,2629117.0,2844182.0,3024786.0,3273764.0,2438102.0,2607862.0,2508195.0,2422571.0,2682086.0,1961623.0,1885854.0,1320872.0,2802365.0,1939345.0,2802001.0,2033753.0,6549291.0,4085518.0,10634807.0,41141928.0,37027361.0,78169289.0,2761.166832893393,215838448137.65836,DEU,,1733.998,3537.809,159.738,48.705,69.299,18.039,1644.07,2.556,51.26,0.0,0.0,45904.547,,
2745,Grèce,1970,,,,,,,,2.4,70.90363415,1109884.0,1182451.0,2292333.0,330596.0,347158.0,317415.0,336443.0,245093.0,253106.0,315861.0,287454.0,342041.0,314434.0,308385.0,312508.0,266553.0,249348.0,245416.0,206859.0,251471.0,226553.0,230540.0,218241.0,506108.0,388887.0,894995.0,4469364.0,4323442.0,8792806.0,1494.3879844913715,13139863636.363638,GRC,,29.401,108.568,0.0,7.322,7.322,0.0,79.167,0.0,7.322,0.0,0.0,13376.738,,
2755,Hongrie,1970,,,,,,,,1.98,69.16463415,1047037.0,1105584.0,2152620.0,453868.0,476941.0,383010.0,396511.0,370854.0,376329.0,342654.0,322791.0,360460.0,346884.0,373824.0,355225.0,408688.0,366865.0,216562.0,190433.0,358303.0,310289.0,312668.0,264713.0,699225.0,498193.0,1197423.0,5327153.0,5010757.0,10337910.0,,,HUN,,107.473,213.88,36.353,0.244,0.244,0.0,70.054,0.0,0.244,0.0,0.0,20656.171,,
2760,Irlande,1970,,,,,,,,3.85,71.03143902,441637.0,462550.0,904190.0,138431.0,143975.0,119230.0,123691.0,85390.0,88270.0,73528.0,75306.0,65270.0,69858.0,68233.0,65818.0,81122.0,77433.0,78149.0,78647.0,79115.0,81814.0,63625.0,65718.0,179491.0,150948.0,330434.0,1473222.0,1484028.0,2957250.0,1486.514527346381,4395995085.995086,IRL,,25.004,73.431,0.0,2.229,2.229,0.0,48.426,0.0,2.229,0.0,0.0,26014.022,,
2763,Italie,1970,,,,,,,,2.38,71.55878049,6472650.0,6794964.0,13267612.0,1934700.0,2002628.0,2018922.0,2049917.0,1760442.0,1737463.0,1926970.0,1880616.0,1854218.0,1800697.0,1857810.0,1787051.0,1875040.0,1711590.0,1259320.0,1137106.0,1662174.0,1498253.0,1486598.0,1322829.0,3492623.0,2497270.0,5989892.0,27601465.0,26220385.0,53821850.0,2106.8639592494524,113395315985.13013,ITA,,114.788,1261.2,122.352,112.147,132.714,8.822,1024.059,11.744,123.892,0.0,0.0,26045.22,,
2774,Lettonie,1970,,,,,,,,1.96,69.83536585,249203.0,260253.0,509458.0,78891.0,87108.0,78519.0,83442.0,87642.0,88164.0,99353.0,97415.0,91420.0,88197.0,101321.0,82939.0,90775.0,56777.0,56545.0,39342.0,79255.0,52204.0,75470.0,51313.0,190576.0,93038.0,283610.0,1278972.0,1080192.0,2359164.0,,,LVA,,,,,,,,,,,,,,,
2780,Lituanie,1970,,,,,,,,2.4,70.80439024,417265.0,431396.0,848659.0,116948.0,122376.0,109204.0,108486.0,115081.0,111508.0,123960.0,115179.0,124127.0,112279.0,125173.0,103177.0,104747.0,75829.0,66856.0,48695.0,82323.0,52123.0,83421.0,70892.0,197851.0,120794.0,318647.0,1666954.0,1472735.0,3139689.0,,,LTU,,,,,,,,,,,,,,,
2781,Luxembourg,1970,,,,,,,,1.97,69.98346341,36850.0,38433.0,75285.0,11853.0,12342.0,11103.0,11497.0,10782.0,11587.0,11277.0,12059.0,11683.0,12379.0,12358.0,12778.0,11646.0,9594.0,8941.0,8358.0,10885.0,10070.0,10734.0,9347.0,24867.0,17748.0,42616.0,172979.0,166192.0,339171.0,4298.033897421024,1457768455.0221865,LUX,,31.33,47.426,0.073,0.239,0.239,0.0,16.023,0.0,0.239,0.0,0.0,140328.852,,
2787,Malte,1970,,,,,,,,2.03,71.30529268,40432.0,42734.0,83167.0,15176.0,15198.0,15675.0,14299.0,11651.0,9325.0,10671.0,8532.0,8937.0,8393.0,8757.0,7928.0,8222.0,7856.0,6514.0,7043.0,6683.0,6140.0,6586.0,6143.0,16718.0,13038.0,29756.0,156021.0,146629.0,302650.0,828.4216803359594,250721821.55367813,MLT,,,,,,,,,,,,,,,
2802,Pays-Bas,1970,,,,,,,,2.57,73.58560976,1745726.0,1830225.0,3575951.0,542739.0,567541.0,576472.0,606333.0,443207.0,472455.0,388259.0,418878.0,382321.0,404465.0,374123.0,376059.0,385176.0,368296.0,332969.0,314896.0,326663.0,300275.0,302179.0,265034.0,734543.0,579693.0,1314238.0,6534376.0,6504150.0,13038526.0,2927.072939461752,38164716625.06848,NLD,,53.333,658.754,176.389,0.0,1.022,1.022,429.031,0.0,0.0,0.0,0.0,50744.406,,
2819,Pologne,1970,,,,,,,,2.2,69.86829268,4356853.0,4537714.0,8894565.0,1689554.0,1752413.0,1390013.0,1428516.0,949602.0,961346.0,1085472.0,1087794.0,1148360.0,1126369.0,1154244.0,1081196.0,1060012.0,919246.0,654258.0,537248.0,847672.0,698757.0,828288.0,688238.0,1638921.0,1042216.0,2681136.0,16803248.0,15861052.0,32664300.0,,,POL,,816.193,982.497,60.459,4.919,5.083,0.0,105.844,0.164,5.083,0.0,0.0,30257.404,,
2820,Portugal,1970,,,,,,,,3.01,67.07317073,1225613.0,1266190.0,2491801.0,376345.0,356989.0,331557.0,299825.0,282237.0,245677.0,288576.0,252348.0,296232.0,264308.0,287658.0,257639.0,272664.0,244575.0,230279.0,205600.0,240577.0,210411.0,221292.0,180027.0,510295.0,333515.0,843813.0,4563327.0,4117104.0,8680431.0,934.0821560961168,8108235704.32357,PRT,,5.431,59.126,0.0,16.122,16.639,0.0,53.695,0.517,16.639,0.0,0.0,8757.632,,
2823,Roumanie,1970,,,,,,,,2.89,68.05641463,2567450.0,2685949.0,5253397.0,917105.0,953319.0,770695.0,792537.0,619773.0,633044.0,801686.0,769650.0,758242.0,770074.0,742377.0,742354.0,671210.0,603825.0,410279.0,330965.0,578163.0,485147.0,488813.0,443787.0,977458.0,736495.0,1713950.0,10303251.0,9947147.0,20250398.0,,,ROU,,83.291,423.811,213.254,7.703,7.703,0.0,127.267,0.0,7.703,0.0,0.0,20999.354,,
2837,Slovénie,1970,,,,,,,,2.231,68.6097561,203446.0,212670.0,416112.0,74155.0,78932.0,70296.0,76746.0,57684.0,62298.0,60293.0,64688.0,63493.0,64655.0,64764.0,60402.0,61011.0,44443.0,36402.0,27466.0,47028.0,37528.0,47961.0,38499.0,103463.0,66568.0,170036.0,889996.0,834895.0,1724891.0,,,SVN,,,,,,,,,,,,,,,
2842,Espagne,1970,,,,,,,,2.84,72.02731707,4640762.0,4865151.0,9505914.0,1312726.0,1351065.0,1257648.0,1287474.0,1131301.0,1143057.0,1054568.0,1016507.0,1229937.0,1168589.0,1149268.0,1127474.0,1056991.0,989956.0,882260.0,772983.0,885747.0,756351.0,791217.0,684967.0,1921708.0,1336823.0,3258534.0,17314135.0,16500396.0,33814531.0,1212.289326394013,40992995008.319466,ESP,,114.137,443.87,0.747,77.145,79.839,2.564,328.986,0.131,77.275,0.0,0.0,15456.047,,
2850,Suède,1970,,,,,,,,1.92,74.64926829,815128.0,860842.0,1675971.0,270575.0,283261.0,323087.0,338878.0,294238.0,318112.0,233743.0,248803.0,219868.0,226201.0,236326.0,238598.0,267919.0,269625.0,255170.0,255801.0,256045.0,253465.0,243633.0,231555.0,611339.0,490590.0,1101929.0,4027069.0,4015732.0,8042801.0,4736.217153777661,38092452060.620125,SWE,,22.13,363.273,0.0,115.247,115.764,0.156,341.142,0.361,115.608,0.0,0.0,59471.326,,
2938,Autriche,1971,,,,,,,,2.2,70.11463415,900052.0,940170.0,1840231.0,243856.0,251950.0,245355.0,253305.0,274696.0,279983.0,250288.0,253121.0,213241.0,218763.0,225530.0,219308.0,278733.0,209661.0,191214.0,136390.0,235580.0,173227.0,255332.0,187568.0,660541.0,402617.0,1063149.0,3974418.0,3526064.0,7500482.0,2380.978458017423,17858486066.747437,AUT,,51.234,203.347,32.507,46.723,46.723,0.0,119.607,0.0,46.723,0.0,0.0,33120.339,,
2957,Belgique,1971,,,,,,,,2.21,71.0604878,1101300.0,1155651.0,2256954.0,355590.0,370259.0,359724.0,370542.0,290486.0,297309.0,290381.0,291992.0,312898.0,311702.0,318032.0,318033.0,337359.0,342198.0,230467.0,228977.0,273207.0,256789.0,288188.0,253691.0,776327.0,542058.0,1318383.0,4933960.0,4739202.0,9673162.0,3082.927988791257,29821661869.91201,BEL,,156.617,528.939,54.815,0.372,0.372,0.0,317.506,0.0,0.372,0.0,0.0,54775.191,,
2968,Bulgarie,1971,,,,,,,,2.1,70.87365854,944601.0,992741.0,1937336.0,330273.0,344029.0,342053.0,352932.0,294004.0,297630.0,280898.0,282329.0,315492.0,319525.0,321250.0,325691.0,328383.0,325882.0,203508.0,199719.0,225158.0,225270.0,225121.0,216377.0,459156.0,384374.0,843538.0,4269897.0,4266498.0,8536395.0,,,BGR,,92.075,211.581,2.876,6.028,6.028,0.0,116.629,0.0,6.028,0.0,0.0,25424.374,,
2985,Croatie,1971,,,,,,,,1.973,68.50163415,492928.0,519304.0,1012226.0,190403.0,201482.0,184180.0,194101.0,136930.0,145089.0,155340.0,162600.0,175752.0,179940.0,173285.0,169962.0,166522.0,128436.0,105413.0,78399.0,117344.0,91501.0,129480.0,103484.0,258589.0,170811.0,429407.0,2286166.0,2145109.0,4431275.0,,,HRV,,,,,,,,,,,,,,,
2988,Chypre,1971,,,,,,,,2.547,72.825,90497.0,96435.0,186941.0,29400.0,30798.0,26085.0,26444.0,22260.0,21483.0,19935.0,19024.0,18594.0,16859.0,17428.0,15520.0,15611.0,14469.0,13587.0,13355.0,13992.0,12314.0,12436.0,11984.0,33646.0,28704.0,62336.0,313471.0,307389.0,620860.0,,,CYP,,0.0,9.549,0.0,0.0,0.0,0.0,9.549,0.0,0.0,0.0,0.0,15379.497,,
2989,République tchèque,1971,,,,,,,,2.0,69.67707317,1011698.0,1061013.0,2072758.0,403707.0,420996.0,434914.0,448827.0,371426.0,379546.0,277033.0,277050.0,291098.0,290203.0,318611.0,309610.0,383596.0,353557.0,206566.0,185059.0,307365.0,273099.0,325923.0,277852.0,741926.0,476141.0,1217971.0,5073862.0,4752953.0,9826815.0,,,CZE,,,,,,,,,,,,,,,
2990,Danemark,1971,,,,,,,,2.04,73.41463415,559506.0,590721.0,1150226.0,178367.0,190007.0,200091.0,212343.0,189003.0,199848.0,154442.0,159920.0,139878.0,140775.0,141434.0,139864.0,153773.0,149565.0,146948.0,142784.0,145968.0,139423.0,139077.0,127155.0,350367.0,271866.0,622242.0,2498855.0,2464271.0,4963126.0,3845.506088791752,19085731252.44065,DNK,,16.718,229.564,0.0,0.067,0.067,0.0,212.846,0.0,0.067,0.0,0.0,46280.13,,
2998,Estonie,1971,,,,,,,,2.19,69.90534146,147276.0,154349.0,301604.0,49528.0,53271.0,49796.0,55098.0,45905.0,47601.0,54963.0,54274.0,53542.0,51148.0,56510.0,50046.0,52709.0,36231.0,35379.0,24249.0,42562.0,27835.0,43962.0,26135.0,113699.0,50885.0,164622.0,745831.0,631124.0,1376955.0,,,EST,,,,,,,,,,,,,,,
3003,Finlande,1971,,,,,,,,1.68,70.01756098,543564.0,566093.0,1109657.0,203657.0,213335.0,220438.0,233075.0,166014.0,174218.0,144207.0,148011.0,136340.0,139545.0,145190.0,145006.0,150217.0,132540.0,131454.0,105908.0,136023.0,107561.0,132439.0,99770.0,274689.0,162829.0,437513.0,2384233.0,2227891.0,4612124.0,2716.190092228615,12527405512.92981,FIN,,23.579,154.998,0.0,29.669,29.669,0.0,131.419,0.0,29.669,0.0,0.0,39890.356,,
3004,France,1971,,,,,,,,2.47,71.90731707,6321762.0,6590564.0,12912224.0,2086756.0,2163971.0,2162330.0,2262236.0,1561945.0,1674288.0,1488047.0,1576178.0,1643052.0,1719438.0,1675633.0,1726605.0,1756817.0,1731556.0,1089245.0,1042575.0,1344656.0,1225735.0,1451788.0,1254441.0,4193945.0,2627755.0,6821954.0,26775977.0,25595343.0,52371320.0,3169.0363230562507,165966615366.40228,FRA,,369.435,1699.411,113.226,135.713,165.493,25.914,1216.749,3.866,139.579,0.0,0.0,36450.522,,
3008,Allemagne,1971,,,,,,,,1.92,70.74287805,8847963.0,9304926.0,18152923.0,2647024.0,2766125.0,2364636.0,2502202.0,2545914.0,2744682.0,3024220.0,3265886.0,2528308.0,2719332.0,2451762.0,2453398.0,2726387.0,2074017.0,1919109.0,1339011.0,2616146.0,1787259.0,2812501.0,1992815.0,6705111.0,4174110.0,10879176.0,41189081.0,37123761.0,78312842.0,3192.133615637429,249985055484.3027,DEU,,1659.38,3582.939,211.025,37.376,57.423,17.267,1712.532,2.781,40.156,0.0,0.0,46203.359,,
3011,Grèce,1971,,,,,,,,2.32,71.22656098,1110379.0,1185663.0,2296051.0,333055.0,351479.0,322131.0,339856.0,249950.0,259166.0,301043.0,277084.0,341229.0,309939.0,314462.0,315565.0,270058.0,259258.0,243301.0,207780.0,247747.0,218679.0,232479.0,217086.0,520638.0,403008.0,923635.0,4486473.0,4344563.0,8831036.0,1652.3259558674656,14591750000.0,GRC,,43.333,130.791,0.0,7.367,7.367,0.0,87.457,0.0,7.367,0.0,0.0,15849.432,,
3021,Hongrie,1971,,,,,,,,1.93,69.05243902,1041878.0,1100539.0,2142402.0,451169.0,473966.0,393753.0,408337.0,371930.0,379990.0,344054.0,326804.0,355107.0,339538.0,365126.0,348806.0,419467.0,378098.0,231966.0,203947.0,331747.0,285733.0,321193.0,270196.0,714746.0,509449.0,1224213.0,5342136.0,5025401.0,10367537.0,,,HUN,,104.03,220.813,37.856,0.267,0.267,0.0,78.927,0.0,0.267,0.0,0.0,21261.429,,
3026,Irlande,1971,,,,,,,,3.93,71.12853659,445203.0,466861.0,912066.0,138863.0,144312.0,123976.0,128564.0,91229.0,94518.0,75893.0,77727.0,66539.0,71490.0,66424.0,65498.0,79128.0,75216.0,77904.0,77390.0,79164.0,81090.0,65411.0,67318.0,180689.0,151644.0,332331.0,1490423.0,1501627.0,2992050.0,1703.9321827731696,5098250287.466462,IRL,,23.865,77.358,0.0,1.292,1.292,0.0,53.493,0.0,1.292,0.0,0.0,26714.575,,
3029,Italie,1971,,,,,,,,2.4,71.80682927,6485426.0,6810165.0,13295466.0,1929051.0,1996658.0,2023608.0,2058758.0,1782637.0,1767066.0,1897064.0,1854298.0,1863693.0,1812400.0,1839412.0,1779313.0,1920792.0,1764378.0,1307765.0,1177668.0,1583753.0,1418295.0,1519818.0,1345953.0,3574485.0,2561038.0,6135684.0,27727502.0,26345988.0,54073490.0,2305.6097505960693,124672365792.75903,ITA,,110.892,1338.661,126.398,108.553,129.592,9.347,1101.371,11.692,120.245,0.0,0.0,27245.915,,
3040,Lettonie,1971,,,,,,,,2.0,70.16463415,248925.0,260236.0,509116.0,81781.0,89632.0,78969.0,84467.0,85581.0,86566.0,98887.0,96845.0,91895.0,89558.0,99840.0,85035.0,95582.0,61723.0,59253.0,39721.0,74655.0,48964.0,76044.0,50986.0,194841.0,96402.0,291308.0,1286254.0,1090135.0,2376389.0,,,LVA,,,,,,,,,,,,,,,
3046,Lituanie,1971,,,,,,,,2.41,71.73536585,416588.0,431453.0,848021.0,122072.0,127677.0,110643.0,110760.0,114086.0,110898.0,123299.0,115090.0,124241.0,113185.0,126129.0,106119.0,111493.0,81713.0,70927.0,51721.0,78640.0,48769.0,83667.0,68035.0,204692.0,127144.0,331851.0,1686477.0,1492564.0,3179041.0,,,LTU,,,,,,,,,,,,,,,
3047,Luxembourg,1971,,,,,,,,1.95,70.08143902,36831.0,38394.0,75227.0,12286.0,12764.0,11534.0,12009.0,10956.0,11765.0,11259.0,12088.0,11617.0,12338.0,12305.0,12992.0,11999.0,10183.0,9118.0,8213.0,10431.0,9606.0,10727.0,9326.0,25541.0,18140.0,43678.0,174604.0,167817.0,342421.0,4435.398008236809,1518773421.3784564,LUX,,28.873,45.7,0.147,0.135,0.135,0.0,16.681,0.0,0.135,0.0,0.0,133931.96,,
3053,Malte,1971,,,,,,,,2.06,71.52253659,39210.0,41352.0,80560.0,14712.0,14660.0,15744.0,14568.0,12304.0,10085.0,10917.0,8597.0,9152.0,8562.0,8664.0,8108.0,8457.0,8040.0,6840.0,7274.0,6607.0,6124.0,6486.0,6008.0,16899.0,13329.0,30226.0,155993.0,146707.0,302700.0,874.0663355958976,264579879.7848782,MLT,,,,,,,,,,,,,,,
3068,Pays-Bas,1971,,,,,,,,2.36,73.8095122,1748318.0,1833742.0,3582049.0,543491.0,567704.0,583918.0,614138.0,469734.0,501459.0,394968.0,427156.0,384084.0,408814.0,373852.0,379334.0,387063.0,371441.0,340185.0,320979.0,325952.0,299345.0,305573.0,267346.0,755521.0,590379.0,1345917.0,6612659.0,6581838.0,13194497.0,3378.614797291442,44579122807.01754,NLD,,40.278,694.623,230.556,0.0,1.125,1.125,423.789,0.0,0.0,0.0,0.0,52916.869,,
3085,Pologne,1971,,,,,,,,2.25,69.61219512,4257255.0,4438018.0,8695313.0,1711107.0,1776454.0,1461282.0,1503624.0,990541.0,1004913.0,1042484.0,1044991.0,1132810.0,1115195.0,1147853.0,1085375.0,1100371.0,963789.0,688274.0,567500.0,797316.0,649138.0,831558.0,685620.0,1698510.0,1089524.0,2787981.0,16859361.0,15924139.0,32783500.0,,,POL,,835.464,1014.182,66.492,4.358,4.639,0.0,112.225,0.281,4.639,0.0,0.0,30976.24,,
3086,Portugal,1971,,,,,,,,3.0,66.77073171,1205393.0,1245719.0,2451249.0,373512.0,359460.0,335471.0,306278.0,284388.0,249136.0,282771.0,246710.0,292513.0,260031.0,286708.0,256109.0,275151.0,246139.0,231926.0,206583.0,235214.0,205705.0,221178.0,181029.0,517810.0,338823.0,856519.0,4542034.0,4101722.0,8643756.0,1064.53771257341,9201604240.282686,PRT,,5.024,65.95,0.0,17.139,17.536,0.0,60.926,0.397,17.536,0.0,0.0,9596.101,,
3089,Roumanie,1971,,,,,,,,2.67,68.50414634,2616738.0,2736914.0,5353694.0,921717.0,958354.0,802607.0,825691.0,618477.0,636297.0,768666.0,738679.0,763759.0,766834.0,739677.0,746491.0,698770.0,640717.0,427302.0,349472.0,544098.0,447319.0,504520.0,448531.0,999013.0,760924.0,1759894.0,10405345.0,10056222.0,20461567.0,,,ROU,,87.969,445.274,228.015,12.486,12.486,0.0,129.29,0.0,12.486,0.0,0.0,22025.104,,
3103,Slovénie,1971,,,,,,,,2.22,68.83414634,202630.0,212357.0,414963.0,73230.0,77681.0,72201.0,78649.0,59326.0,64291.0,59354.0,63973.0,62906.0,64850.0,64539.0,61967.0,63588.0,47959.0,38939.0,28477.0,44290.0,34817.0,47966.0,38199.0,106983.0,69163.0,176183.0,895952.0,842383.0,1738335.0,,,SVN,,,,,,,,,,,,,,,
3108,Espagne,1971,,,,,,,,2.9,71.6302439,4680273.0,4909490.0,9589801.0,1338331.0,1378357.0,1269159.0,1297716.0,1157655.0,1175205.0,1047853.0,1020643.0,1208155.0,1145623.0,1171005.0,1145957.0,1081651.0,1024456.0,901882.0,797359.0,883009.0,748953.0,801385.0,689490.0,1973775.0,1377109.0,3350836.0,17514133.0,16710357.0,34224490.0,1362.1655241402118,46619420359.28144,ESP,,114.707,480.796,3.979,88.378,95.531,7.008,362.11,0.144,88.522,0.0,0.0,16818.479,,
3116,Suède,1971,,,,,,,,1.96,74.62390244,821185.0,867651.0,1688826.0,265464.0,278076.0,318271.0,332962.0,305070.0,328294.0,243734.0,260508.0,219879.0,227195.0,231015.0,233264.0,264657.0,265794.0,257172.0,257275.0,255252.0,252340.0,245896.0,233996.0,629688.0,503697.0,1133406.0,4057283.0,4041051.0,8098334.0,5132.711607425517,41566412922.60872,SWE,,19.949,340.757,0.0,144.478,145.172,0.25,320.807,0.444,144.922,0.0,0.0,60022.331,,
3204,Autriche,1972,,,,,,,,2.08,70.46341463,898922.0,939121.0,1838054.0,253367.0,261835.0,242624.0,250012.0,272224.0,277931.0,260680.0,263370.0,219135.0,224064.0,218981.0,217658.0,272144.0,214819.0,212260.0,149285.0,215303.0,156700.0,255555.0,185709.0,673406.0,409094.0,1082482.0,3994602.0,3549599.0,7544201.0,2924.048878991049,22059612476.93315,AUT,,46.454,210.707,35.13,48.021,48.021,0.0,129.123,0.0,48.021,0.0,0.0,34127.89,,
3223,Belgique,1972,,,,,,,,2.09,71.40512195,1095239.0,1149466.0,2244711.0,360902.0,375861.0,361428.0,372721.0,307679.0,315116.0,284113.0,286556.0,309798.0,308590.0,317236.0,316049.0,336560.0,339381.0,253064.0,252418.0,252001.0,236600.0,288684.0,254338.0,788759.0,548557.0,1337300.0,4955462.0,4755653.0,9711115.0,3831.631899994329,37209418018.51343,BEL,,149.583,562.17,69.114,0.5,0.531,0.031,343.472,0.0,0.5,0.0,0.0,58053.128,,
3234,Bulgarie,1972,,,,,,,,2.03,70.8995122,942249.0,991656.0,1933896.0,327368.0,340612.0,341014.0,352018.0,305354.0,310211.0,277667.0,278729.0,306981.0,310183.0,321218.0,325719.0,329297.0,328091.0,229657.0,224501.0,208519.0,206455.0,228560.0,220859.0,472791.0,396492.0,869298.0,4290674.0,4285526.0,8576200.0,,,BGR,,94.901,218.124,1.938,5.819,5.819,0.0,121.285,0.0,5.819,0.0,0.0,26013.668,,
3251,Croatie,1972,,,,,,,,1.967,68.77873171,489076.0,514161.0,1003225.0,187891.0,198887.0,186643.0,197384.0,144534.0,152743.0,146560.0,153213.0,174053.0,178514.0,174564.0,173544.0,169262.0,137448.0,117361.0,85098.0,108448.0,84148.0,128625.0,101702.0,268205.0,178502.0,446723.0,2295221.0,2155343.0,4450564.0,,,HRV,,,,,,,,,,,,,,,
3254,Chypre,1972,,,,,,,,2.491,73.067,89101.0,94891.0,183994.0,30044.0,31719.0,26810.0,27582.0,23155.0,22698.0,20591.0,19736.0,19002.0,17579.0,17589.0,15838.0,15879.0,14726.0,14066.0,13524.0,13751.0,12485.0,12696.0,11816.0,33781.0,28943.0,62717.0,316465.0,311537.0,628002.0,,,CYP,,0.0,10.737,0.0,0.0,0.0,0.0,10.737,0.0,0.0,0.0,0.0,17097.117,,
